ID THESE,status,title,discipline,DisciplineNew,DisciplineStandard,Topic,Localisation,time studied,Relation,Movement,subjects,abstract_fr,abstract_en,directeurTheseNP,directeurThesePPN_correct,auteurPpn,auteur,Institution,EtabSoutenanceNew,dateSoutenance,DateSoutenanceYear,langueThese,oaiSetSpec,etablissement,SubjectsNew,ecole_doctorale_id,ecole_doctorale_name
433546,enCours,Une critique de l'art du ballet russe : andré Lévinson,Etudes slaves,ballet,histoire de l'art,ballet***lévinson_auteurs,,1887-1933,,FRIN,,,,buhks nora,29566878,,Yuliya Smirnova,Paris 4,,18/11/2015,2018,,"Autres langues,Littératures des autres langues,Langues et linguistique,Histoire et critique littéraires***rhétorique","Paris 4,",,,"Civilisations, cultures, littératures et sociétés"
433575,enCours,"Les verbes ""marginaux"" dans le système des verbes de déplacement russe",Sciences du langage - linguistique,,sciences du langage***linguistique,linguistique,,,,,,,,viellard stephane,29911400,,Tatiana Pravova,Paris 4,,18/11/2015,2018,,Linguistique générale,"Paris 4,",,114671079,École doctorale Concepts et langages (Paris)
452118,enCours,LA RECEPTION DE L'AVANT-GARDE RUSSE EN FRANCE AU XXeme SIECLE,Langues et litteratures etrangeres,litterature***litterature comparee,litterature,reception***avant-garde,france,20-20,,FRIN,Sciences humaines et humanités,,,gayraud regis,,,Ekaterina Karpova,Clermont-Ferrand 2,,01/04/2016,2018,,"Langues et linguistique,Histoire et critique littéraires***rhétorique",Clermont-Ferrand 2,,,
433139,enCours,"Analyse comparative des idomes contenant des objets inaliénables, en français, anglais et russe",Lexicologie et terminologie multilingues,linguistique,linguistique,folklore***frcompar,,21-21,compar gb,,,,,bassac christian,,,Raykhon Avazova,Lyon,,16/11/2015,2018,,Langues et linguistique,"Lyon,",,,3la
420989,enCours,"Les sources françaises dans la décadence russe : Konevskoi I., Minsky N., c A.",Litterature francaise et comparee,litterature,litterature,decadence***konevskoi_auteurs***minsky_auteurs***dobrolubov_auteurs,,1870-1890,,FRIN,Sciences de l'homme et des humanités,,,baudorre philippe***shervashidze v.v,",",,Daria Kuntsevich,Bordeaux 3,,17/06/2015,2018,,"Littérature de langues romanes. Littérature française,Histoire et critique littéraires***rhétorique","Bordeaux 3,Université de Russie Amitié des Peuples",,,Université de Russie Amitié des Peuples
433544,enCours,Le rôle des topoï et la tradition rhétorique dans la poétique de la littérature russe postsoviétique,Langues et litteratures etrangeres,litterature,litterature,rhétorique***poesie,,1991-,,,,,,jurgenson luba,,,Olga Uribe-vargas (Chebanova),Paris 4,Paris 4,18/11/2015,2018,,"Langues et linguistique,Histoire et critique littéraires***rhétorique",Paris 4,,,"Civilisations, cultures, littératures et sociétés"
467081,enCours,Transcender le quotidien : le monde réel et son envers dans la littérature contemporaine française et russe,Langues et litteratures etrangeres,litterature,litterature,simon_auteurs***urss,,,compar fr,,,,,jurgenson luba,26943476,,Ivan Onosov,Paris 4,Paris 4,09/12/2016,2018,,"Langues et linguistique,Histoire et critique littéraires***rhétorique","Paris 4,",,138030405,"École doctorale Civilisations, cultures, littératures et sociétés (Paris)"
468563,enCours,Traduction du conditionnel : expression de la modalité en russe et en français,Linguistique,linguistique,linguistique,traductologie,,,,,,,,milliaressi tatiana,13402673X,,Anzhela Dal (Semerikova),Lille 3,Lille 3,04/01/2017,2018,,Linguistique générale,"Lille 3,",,148938809,"École doctorale Sciences de l'homme et de la société (Villeneuve d'Ascq, Nord)"
401465,enCours,Le marché russe de produits biologiques : le comportement du consommateur et prespctives de développement du secteur,Droit,droit public,droit,marche***agraire***bio***consommation,russie,,,,,,,tournois nadine,29756189,,Ekatarina Karslyants,Côte d'Azur,,05/01/2015,2018,,Droit,"Côte d'Azur,",,152549528,"École doctorale Droit et sciences politiques, économiques et de gestion (Nice)"
412739,enCours,Le système du droit russe dans la carte juridique du monde,Sciences juridiques,droit public,droit,droit public,,,,,Droit public,,,melin-soucramanien ferdinand,,,Maria Zakharova,Bordeaux,Bordeaux,24/03/2015,2018,,Droit,Bordeaux,,,DE DROIT
473118,enCours,LA COLONISATION DE L' ASIE CENTRALE PAR L'EMPIRE RUSSE (1880-1917).,Histoire,histoire moderne,histoire moderne,empire***colonisation,russie***asie centrale,1880-1917,rel asie centrale,,,,,rey marie-pierre,,,Fiona Gundacker,Paris 1,,03/02/2017,2018,,Géographie et histoire,Paris 1,,,
336252,enCours,Le marché russe des modes françaises aux XVIIIe-XIXe siècles.,Histoire,histoire moderne,histoire moderne,marché des modes***mode,,18-19,,FRIN,,,,margairaz dominique,,,Anastasia Sogorb (Bogomolova),Paris 1,Paris 1,16/07/2013,2018,,Géographie et histoire,Paris 1,,,Histoire
336358,enCours,L'ordre public économique dans les contrats internationaux comparaison européo russe,Sciences juridiques,droit prive***droit international,droit,contrat***droit prive***relations economiques,,,compar eu,,,,,de vareilles-sommieres pascal,,,Elena Fedorova,Paris 1,,16/07/2013,2018,,Droit,Paris 1,,,EDDS - Ecole doctorale de droit de la Sorbonne
473883,enCours,LES REPRESENTATIONS DU CINEMA RUSSE ET SOVIETIQUE A LA TELEVISION FRANCAISE (1950-2005),Histoire,histoire contemporaine***etudes des media,histoire contemporaine,cinema***media***opinion,france,1950-2005,,FROUT,,,,tsikounas myriam,,,Katsiaryna Zakharava,Paris 1,,03/02/2017,2018,,Géographie et histoire,Paris 1,,,Histoire
473965,enCours,"LE GAZ : ENJEUX, AMBITIONS ET REALITES DANS LA POLITIQUE EXTERIEURE RUSSE DE 1946 A NOS JOURS",Histoire,science politique,histoire contemporaine,ressources naturelles***gaz***politique etrangere***geopolitique,,1946-2000,,,,,,rey marie-pierre,,,Laura Nunes da costa,Paris 1,,03/02/2017,2018,,Géographie et histoire,Paris 1,,,Histoire
431495,enCours,"Les enjeux géopolitiques des communautés russes en France et aux Etats-Unis : la diaspora russe comme relais de l'axe principal du ""Soft Power"" russe Moscou-Paris-Newyork. Mythe ou réalité ?",Geographie,science politique***geographie***ri,ri,geopolitique***diaspora***pouvoirs,russie***france***USA,,,,Sciences humaines et humanités,,,filler andre,,,Nikolay Bondar,Paris 8,,03/11/2015,2018,,Géographie et voyages,Paris 8,,,ED Sciences sociales
468658,enCours,"Les aspects culturels de l’humour des romans comiques russes, anglais et français, leur influence sur la traduction du russe en anglais et du russe en français au niveau du choix des procédés métalinguistiques de traduction",Langues et littérature slaves,traductologie,litterature,humour***roman,russie,,compar gb***compar fr,FROUT***UKOUT,,,,roberts graham,170149447,,Olena Bolokan,Lille 3,,05/01/2017,2018,,Histoire et critique littéraires***rhétorique,"Lille 3,",,148938809,"École doctorale Sciences de l'homme et de la société (Villeneuve d'Ascq, Nord)"
41108,enCours,Evolution du langage russe des affaires dans la presse ecrite en russie du debut de la perestroika a nos jours.,Sciences du langage,sciences du langage,sciences du langage,discours***media***entreprises,,1985-,,,,,,jobert veronique,,,Lylia Trannoy (Erouslandva),Paris 4,Paris 4,26/09/2011,2018,,Linguistique générale,Paris 4,,,
44504,enCours,Polysémie verbale : la levée de l'indétermination en vue de la traduction automatique russe-français.,Mathématiques et informatique appliquées aux sciences sociales (miass),linguistique,linguistique,traductologie***semantique,,,,,,,,desclès jean-pierre,26826852,,Elena Ivanova,Paris 4,,26/09/2011,2018,,Informatique,Paris 4,,,
45326,enCours,"Séries télévisées en tant que phénomène médiatique de la société russe fin xx, début xxi ème siècle",Études slaves,etudes des media,sociologie,media***marketing***opinion,,1991-2011,,,,,,buhks nora,,,Lioudmila Lioudmila (Gorokhova),Paris 4,,26/09/2011,2018,,Informatique***information***généralités,Paris 4,,,
70514,enCours,Musiciens et instruments de musique dans la culture paysanne russe des dix-neuvieme et vingtieme siecles.,Études slaves,musicologie***ethnologie,anthropologie,musicologie,russie,19-20,,,,,,conte francis,02679781X,,Olga Kane (Velitchkina),Paris 4,,26/09/2011,2018,,Informatique***information***généralités,Paris 4,,,
71081,enCours,"Les presses française et russe, miroir des relations culturelles entre les deux pays de 1881 à 1914.",Études slaves,etudes des media,sociologie,media***frcompar***politique culturelle,,1881-1914,rel fr,,,,,buhks nora,,,Angèle Monbarbut (Verdier),Paris 4,,26/09/2011,2018,,Informatique***information***généralités,Paris 4,,,
370916,enCours,La mobilisation des jeunes sur les réseaux sociaux pendant les campagnes électorales  : analyse comparative entre la France et la Russie,Sciences politiques,science politique,science politique,reseaux sociaux***activisme,,,compar fr,,Science politique,,,petaux jean,,,Ekaterina Pechenkina,Bordeaux,IEP Bordeaux,18/02/2015,2018,,Science politique,Bordeaux,,,ED Pratiques et théories du sens
370916,enCours,Eugène Melchior de Vogüé Moments et modernité d'une réception critique Le Roman russe dans la littérature française,Langues et litteratures francaises,litterature,litterature,melchior de vogüé_auteurs***russophilie***perception,france,,rel fr,FROUT,,,,illouz jean-nicolas,,,Nadejda Ivanova,Paris 8,Paris 8,26/05/2014,2018,,"Langues romanes. Français,Littérature de langues romanes. Littérature française",Paris 8,,,ED Pratiques et théories du sens
372098,enCours,La puissance russe et sa place dans les représentations géopolitiques et les orientations géostratégiques de la France contemporaine,Geographie,ri***science politique***geographie,science politique,geopolitique***pouvoirs***securite,france,,,FROUT,Sciences humaines et humanités,,,filler andre,,,Bertrand Rouaud,Paris 8,,26/05/2014,2018,,Géographie et voyages,Paris 8,,,ED Sciences sociales
378941,enCours,Phénoménologie et esthétique. Reconnaissance de l'héritage russe (G.G Chpet et A.F Losev),Etudes slaves,philosophie,philosophie,esthetique***chpet_auteurs***losev_auteurs,russie,,,,Sciences de l'homme et des humanités,,,dennes maryse,,,Alice Parutenco,Bordeaux 3,,04/09/2014,2018,,"Autres langues,Littératures des autres langues,Langues et linguistique,Histoire et critique littéraires***rhétorique",Bordeaux 3,,,Montaigne-Humanités
399281,enCours,L'EXECUTION DES SENTENCES ARBITRALES ET L'ORDRE PUBLIC : ANALYSE COMPARATIVE DES DROITS RUSSE ET FRANCAIS,Droit,droit compare,droit,sentences,russie***france,,compar fr,,,,,seraglini christophe,,,Darya Shirokova,Paris 1,,05/12/2014,2018,,Droit,Paris 1,,,EDDS - Ecole doctorale de droit de la Sorbonne
441251,enCours,La Fille mal gardée de Jean Dauberval dans le dialogue culturel franco-russe ( fin XVIIIe-XXe siècles),Etudes slaves,ballet,histoire de l'art,dauberval_createurs***ballet,,18-20,rel fr,FRIN***FROUT,Sciences de l'homme et des humanités,,,melani pascale,,,Camille Bourgade,Bordeaux 3,Bordeaux 3,12/01/2016,2018,,"Autres langues,Littératures des autres langues,Langues et linguistique,Histoire et critique littéraires***rhétorique",Bordeaux 3,,,Montaigne-Humanités
